id,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price
22817433,Downtown,Entire home/apt,4,,2,,115
22850980,Kensington-Cedar Cottage,Entire home/apt,2,,1,,115
22851367,Downtown Eastside,Entire home/apt,2,,1,,115
22903375,Fairview,Entire home/apt,4,2,2,2,115
22904512,Victoria-Fraserview,Entire home/apt,3,,1,,115
22905570,Fairview,Entire home/apt,2,1,1,1,115
22925127,Kitsilano,Entire home/apt,4,1,2,2,115
22938316,Downtown,Entire home/apt,5,1,1,3,115
22973593,Hastings-Sunrise,Entire home/apt,5,,3,,115
23002913,Marpole,Entire home/apt,6,1.5,3,4,116
23020307,South Cambie,Entire home/apt,2,,,,116
23062160,Arbutus Ridge,Entire home/apt,8,,4,,116
23065393,Mount Pleasant,Private room,2,2,1,1,116
23111130,Downtown,Entire home/apt,6,1,1,2,116
23121835,Shaughnessy,Entire home/apt,5,1,2,3,116
23125839,Kitsilano,Entire home/apt,6,,3,,116
23125977,Downtown,Entire home/apt,4,1,1,2,116
23126012,Victoria-Fraserview,Entire home/apt,8,2.5,4,4,116
23144970,West End,Private room,1,1,1,0,116
23161454,Kitsilano,Entire home/apt,6,2,3,3,116
23172118,Fairview,Entire home/apt,2,1,1,1,116
23205966,Downtown,Entire home/apt,4,1,0,2,116
23218832,Marpole,Private room,3,,,,116
23231348,West End,Entire home/apt,2,,1,,117
23241231,West End,Entire home/apt,4,1,2,2,117
23274503,Downtown,Entire home/apt,4,2,2,2,117
23305871,Riley Park,Entire home/apt,4,1,1,2,117
23310375,Grandview-Woodland,Entire home/apt,5,,2,,117
23370526,Kitsilano,Entire home/apt,4,1,2,2,117
23393580,Mount Pleasant,Entire home/apt,2,,1,,117
23413748,Grandview-Woodland,Private room,1,,,,117
23419304,Downtown,Entire home/apt,5,1,1,3,117
23432805,Mount Pleasant,Private room,2,2,2,2,117
23436663,Dunbar Southlands,Entire home/apt,4,,2,,117
23481782,Riley Park,Private room,1,1,1,1,117
23482505,Fairview,Entire home/apt,2,1,1,1,118
23482800,Fairview,Entire home/apt,4,2,2,2,118
23485127,Kitsilano,Entire home/apt,4,1,2,2,118
23487994,Shaughnessy,Entire home/apt,3,1,1,2,118
23502564,Downtown Eastside,Entire home/apt,4,1.5,2,2,118
23507938,Riley Park,Entire home/apt,3,1,2,2,118
23519364,Downtown,Entire home/apt,4,,1,,118
23528634,West End,Private room,1,1,1,1,118
23546911,West End,Entire home/apt,4,1.5,2,2,118
23547808,Grandview-Woodland,Entire home/apt,6,2,4,4,118
23559355,Downtown,Entire home/apt,4,1,1,2,118
23563987,West End,Entire home/apt,4,,1,,118
23576621,Mount Pleasant,Entire home/apt,2,,1,,118
23578800,Downtown,Entire home/apt,4,1,1,2,118
23583730,Riley Park,Private room,1,,1,,118
23593694,Grandview-Woodland,Entire home/apt,2,1,1,1,118
23615592,Downtown,Entire home/apt,4,1,1,2,118
23615744,Downtown,Entire home/apt,4,1,1,2,118
23615892,Downtown,Entire home/apt,4,1,1,2,118
23616175,Downtown,Entire home/apt,6,2,2,3,119
23631177,Downtown,Entire home/apt,2,2,1,1,119
23667593,Hastings-Sunrise,Entire home/apt,8,4,4,5,119
23672204,Killarney,Entire home/apt,4,,2,,119
23769826,Mount Pleasant,Entire home/apt,4,1,1,2,119
23771188,Downtown,Entire home/apt,2,1,1,1,119
23800634,Kerrisdale,Entire home/apt,3,1,2,2,119
23816739,Riley Park,Private room,2,,1,,119
23822741,West End,Private room,1,1,1,0,119
23862530,Kensington-Cedar Cottage,Entire home/apt,5,2.5,3,4,120
23885617,Mount Pleasant,Entire home/apt,4,,1,,120
23916822,Kitsilano,Entire home/apt,6,2.5,3,3,120
23949937,Shaughnessy,Private room,4,,,,120
23976574,Mount Pleasant,Entire home/apt,4,1,1,1,120
23976814,Mount Pleasant,Entire home/apt,2,,1,,120
23981929,Kitsilano,Entire home/apt,5,,3,,120
24024651,Oakridge,Entire home/apt,4,,2,,120
24066686,Fairview,Entire home/apt,4,1.5,2,2,120
24066913,Fairview,Entire home/apt,2,1,0,1,120
24088415,Oakridge,Entire home/apt,4,,2,,120
24119846,Kitsilano,Private room,2,2,1,1,120
24133046,Downtown Eastside,Entire home/apt,4,,1,,120
24140085,Grandview-Woodland,Entire home/apt,5,,3,,120
24160835,Downtown,Entire home/apt,2,1,0,1,120
24167131,West End,Entire home/apt,4,2,2,2,120
24183385,Riley Park,Entire home/apt,10,4.5,5,5,120
24183433,Downtown,Entire home/apt,4,2,2,2,120
24185448,Kitsilano,Entire home/apt,2,1,1,1,120
24210836,Downtown,Entire home/apt,5,,3,,120
24250201,Downtown,Entire home/apt,2,1,1,1,120
24253909,Dunbar Southlands,Private room,2,1.5,1,1,120
24265852,Dunbar Southlands,Private room,4,1,1,2,120
24310129,Riley Park,Private room,2,1,1,2,120
24313445,Downtown Eastside,Private room,2,1,1,1,120
24328404,Downtown,Entire home/apt,2,,1,,120
24358269,Killarney,Entire home/apt,4,1,2,2,120
24379576,Downtown,Entire home/apt,3,1,2,2,120
24391564,Mount Pleasant,Entire home/apt,4,,2,,120
24396414,Downtown,Entire home/apt,4,1,1,3,120
24413898,Renfrew-Collingwood,Entire home/apt,6,1,2,3,120
24448342,Kerrisdale,Entire home/apt,2,1,0,1,120
24455362,Marpole,Private room,2,1,1,1,120
24469246,West Point Grey,Entire home/apt,6,,3,,120
24474689,Downtown Eastside,Entire home/apt,6,1.5,1,4,120
24501265,West End,Entire home/apt,2,1,1,2,120
24503070,Grandview-Woodland,Entire home/apt,9,3,4,6,120
24517031,Kensington-Cedar Cottage,Private room,1,,,,120
24528249,Marpole,Entire home/apt,3,1,1,2,120
24559993,Downtown,Entire home/apt,2,1,0,1,120
24561319,Victoria-Fraserview,Entire home/apt,3,1,1,2,120
24634635,Kensington-Cedar Cottage,Entire home/apt,4,,2,,120
24646416,Riley Park,Entire home/apt,4,1,2,2,120
24650295,Downtown,Entire home/apt,2,,1,,120
24653941,Downtown Eastside,Entire home/apt,3,1,1,2,120
24658451,Fairview,Entire home/apt,3,,1,,120
24671100,Downtown Eastside,Entire home/apt,4,,2,,120
24716223,West End,Entire home/apt,2,1,1,1,120
24718014,Arbutus Ridge,Entire home/apt,2,,,,120
24738177,Kensington-Cedar Cottage,Entire home/apt,3,,1,,120
24754197,Kitsilano,Entire home/apt,2,1,1,1,120
24755125,Arbutus Ridge,Entire home/apt,6,1.5,2,3,120
24756081,Kitsilano,Entire home/apt,2,1,1,1,120
24797319,Riley Park,Entire home/apt,3,,2,,120
24801728,Grandview-Woodland,Entire home/apt,4,,3,,120
24809164,Hastings-Sunrise,Entire home/apt,2,1,0,1,120
24832706,Shaughnessy,Entire home/apt,6,,2,,120
24835418,Grandview-Woodland,Entire home/apt,2,1,1,2,120
24853244,Grandview-Woodland,Private room,2,,,,120
24874294,Dunbar Southlands,Private room,2,,,,120
24876227,Renfrew-Collingwood,Entire home/apt,6,1,3,3,120
24886919,Downtown,Entire home/apt,2,1,1,1,120
24890710,Hastings-Sunrise,Entire home/apt,4,2,2,2,120
24895883,Kensington-Cedar Cottage,Entire home/apt,6,,3,,120
24896061,Downtown,Entire home/apt,2,1,1,1,120
24918275,Fairview,Entire home/apt,4,1.5,2,2,120
24920942,West End,Entire home/apt,3,,1,,120
24946435,Downtown,Entire home/apt,5,2,2,3,120
24946452,Kensington-Cedar Cottage,Entire home/apt,4,1,2,1,120
24948099,Hastings-Sunrise,Private room,2,,,,120
24961531,Downtown,Entire home/apt,2,1,1,1,120
24972517,Arbutus Ridge,Entire home/apt,12,3.5,5,8,120
24993810,Downtown,Entire home/apt,3,,2,,120
25074332,Fairview,Entire home/apt,2,1,1,1,120
25076407,Hastings-Sunrise,Private room,2,2,1,1,120
25080824,Kensington-Cedar Cottage,Entire home/apt,5,,3,,120
25087027,Kensington-Cedar Cottage,Private room,2,1,0,1,120
25102944,Kensington-Cedar Cottage,Entire home/apt,2,1,1,1,120
25109301,West End,Entire home/apt,7,,2,,120
25129693,Riley Park,Entire home/apt,4,1,2,3,121
25142791,Grandview-Woodland,Entire home/apt,4,,2,,121
25157667,Riley Park,Entire home/apt,2,1,1,1,121
25166793,Kitsilano,Entire home/apt,4,1,1,2,121
25168981,Marpole,Private room,2,1,1,1,121
25181840,Fairview,Entire home/apt,3,1,1,1,121
25193115,Dunbar Southlands,Private room,2,,,,121
25193768,Hastings-Sunrise,Entire home/apt,4,1,2,3,121
25216365,Downtown,Entire home/apt,3,1,1,1,121
25234314,Downtown,Entire home/apt,2,1,1,2,121
25264363,Dunbar Southlands,Entire home/apt,8,,4,,121
25270770,Oakridge,Private room,2,1,1,1,122
25314294,Fairview,Entire home/apt,2,1,1,1,122
25346154,Downtown,Entire home/apt,4,2,2,2,122
25352164,West End,Entire home/apt,4,,1,,122
25352392,Shaughnessy,Entire home/apt,7,3,4,4,122
25369132,Downtown,Entire home/apt,2,1,1,2,122
25412425,West End,Private room,2,1,1,1,122
25432407,Kensington-Cedar Cottage,Private room,1,,1,,122
25479410,Downtown,Entire home/apt,3,,1,,122
25492892,Arbutus Ridge,Entire home/apt,3,1.5,2,2,122
25514583,Downtown,Entire home/apt,2,1,1,1,122
25521321,Riley Park,Entire home/apt,3,,1,,122
25549877,Oakridge,Private room,2,1,1,1,122
25584538,Riley Park,Entire home/apt,3,1,2,3,122
25670128,Hastings-Sunrise,Private room,2,1,1,1,122
25670214,Hastings-Sunrise,Private room,2,1,1,1,122
25731269,Kensington-Cedar Cottage,Entire home/apt,3,1,1,1,122
25747863,Downtown,Entire home/apt,4,1,1,1,122
25749994,Fairview,Entire home/apt,6,,3,,123
25750741,Grandview-Woodland,Entire home/apt,6,,3,,123
25751097,Marpole,Private room,2,1,1,1,123
25752951,Oakridge,Private room,1,1,1,1,123
25808265,Kensington-Cedar Cottage,Entire home/apt,5,,2,,123
25811044,Shaughnessy,Entire home/apt,2,,,,123
25831764,Hastings-Sunrise,Private room,2,1,1,1,123
25841119,Riley Park,Entire home/apt,4,,1,,123
25863673,Downtown,Entire home/apt,2,,1,,123
25875124,Downtown,Entire home/apt,5,,2,,123
25895164,Downtown Eastside,Entire home/apt,2,1,1,1,123
25915148,Arbutus Ridge,Entire home/apt,4,,2,,123
25943082,Renfrew-Collingwood,Entire home/apt,2,1,1,1,124
25943228,Kitsilano,Entire home/apt,2,1,1,1,124
25944851,West End,Entire home/apt,2,,1,,124
25947820,Kitsilano,Entire home/apt,2,1,1,1,124
26007923,Fairview,Entire home/apt,2,1,1,1,124
26034304,Fairview,Entire home/apt,4,1.5,2,2,124
26043557,Downtown,Entire home/apt,2,1,1,1,124
26058626,Mount Pleasant,Entire home/apt,2,1,1,1,124
26127040,Downtown,Private room,2,,,,124
26160268,Mount Pleasant,Entire home/apt,3,,1,,124
26191400,Sunset,Private room,2,,,,124
26193323,Kitsilano,Entire home/apt,2,1,1,1,124
26204770,Downtown,Private room,1,1,1,1,124
26231164,Downtown,Entire home/apt,2,,1,,124
26235197,Victoria-Fraserview,Entire home/apt,12,4,6,6,124
26259104,Grandview-Woodland,Entire home/apt,5,,2,,124
26284294,Downtown,Entire home/apt,6,2,3,2,124
26295935,Strathcona,Entire home/apt,2,1,1,1,125
26305770,Downtown Eastside,Entire home/apt,4,1,2,2,125
26306399,Marpole,Entire home/apt,2,1,0,0,125
26307955,Kensington-Cedar Cottage,Entire home/apt,3,,2,,125
26312844,Kitsilano,Private room,2,,,,125
26323484,Downtown Eastside,Entire home/apt,2,,,,125
26337636,Riley Park,Private room,4,,,,125
26342358,West End,Private room,2,1,1,1,125
26356375,Kensington-Cedar Cottage,Entire home/apt,5,,3,,125
26365689,Kitsilano,Entire home/apt,6,,4,,125
26367350,Kensington-Cedar Cottage,Entire home/apt,6,1,1,3,125
26396039,Downtown,Entire home/apt,5,2.5,3,0,125
26396221,Downtown,Entire home/apt,5,2.5,2,2,125
26396327,Downtown,Entire home/apt,4,2,2,2,125
26419301,Fairview,Entire home/apt,2,1,1,1,125
26425408,Riley Park,Entire home/apt,6,,3,,125
26473360,Downtown,Entire home/apt,4,,1,,125
26497482,Renfrew-Collingwood,Entire home/apt,4,1,2,3,125
26503859,Grandview-Woodland,Entire home/apt,6,3,3,3,125
26505492,Oakridge,Private room,1,1,1,1,125
26521642,Kensington-Cedar Cottage,Entire home/apt,5,,3,,125
26524234,Kitsilano,Entire home/apt,3,1,1,1,125
26532098,Killarney,Entire home/apt,5,1,3,3,125
26574530,Downtown Eastside,Entire home/apt,4,1,2,2,125
26596850,Hastings-Sunrise,Private room,2,1.5,1,1,125
26605657,Hastings-Sunrise,Entire home/apt,2,1,2,2,125
26639179,Riley Park,Entire home/apt,3,,1,,125
26641669,West End,Entire home/apt,3,1,1,1,125
26717650,Downtown,Entire home/apt,5,2,2,2,125
26743505,Grandview-Woodland,Private room,4,1,2,2,125
26755517,Downtown,Entire home/apt,2,1,1,2,125
26755609,Downtown,Entire home/apt,3,,1,,125
26756317,Kitsilano,Entire home/apt,3,,1,,125
26777676,Dunbar Southlands,Hotel room,2,1,1,1,125
26779568,Fairview,Entire home/apt,2,1,1,1,125
26788017,Downtown Eastside,Entire home/apt,2,,1,,125
26790723,Hastings-Sunrise,Entire home/apt,5,1,2,2,125
26801360,Hastings-Sunrise,Private room,2,,,,125
26815901,Strathcona,Entire home/apt,4,,2,,125
26841208,Downtown,Entire home/apt,4,1,1,2,125
26843460,Fairview,Entire home/apt,2,1,1,1,125
26846418,Downtown,Entire home/apt,4,2,2,2,125
26870031,Kitsilano,Entire home/apt,4,2,2,2,125
26872346,Dunbar Southlands,Hotel room,2,1,1,1,125
26878524,Downtown,Entire home/apt,4,,1,,125
26905511,Grandview-Woodland,Entire home/apt,5,1,3,3,125
26928315,Oakridge,Entire home/apt,4,1,2,2,125
26945692,Hastings-Sunrise,Private room,2,1,1,1,125
26956576,Hastings-Sunrise,Entire home/apt,4,1,2,0,125
26993575,Downtown,Entire home/apt,4,,1,,125
27023757,West End,Entire home/apt,3,,1,,125
27030333,Mount Pleasant,Private room,2,,,,125
27054153,Downtown,Entire home/apt,4,1,1,3,125
27054773,Kensington-Cedar Cottage,Entire home/apt,4,1,2,2,125
27057251,Victoria-Fraserview,Entire home/apt,2,1,1,1,125
27110258,Downtown Eastside,Entire home/apt,2,1,1,2,125
27112358,Kitsilano,Entire home/apt,2,,1,,125
27133016,Kitsilano,Private room,2,1,1,0,125
27138486,Kensington-Cedar Cottage,Entire home/apt,4,1,2,2,125
27142122,Grandview-Woodland,Entire home/apt,8,,3,,125
27143209,Riley Park,Private room,2,,1,,125
27201911,West End,Entire home/apt,2,,1,,125
27225802,Downtown,Entire home/apt,2,1,1,1,125
27265522,Mount Pleasant,Private room,2,1,1,1,126
27268683,Renfrew-Collingwood,Entire home/apt,5,,2,,126
27281997,Sunset,Entire home/apt,6,,3,,126
27314632,Downtown,Entire home/apt,4,,1,,126
27316956,Kensington-Cedar Cottage,Entire home/apt,4,,1,,126
27377931,Downtown Eastside,Entire home/apt,3,1,1,1,126
27393918,Downtown,Entire home/apt,4,,1,,126
27399165,Strathcona,Entire home/apt,4,1,1,1,126
27399318,West End,Private room,4,,,,126
27459230,Kerrisdale,Entire home/apt,2,1,0,0,126
27459578,Downtown,Entire home/apt,1,,1,,126
27466923,Downtown,Entire home/apt,4,2,2,2,126
27492885,Arbutus Ridge,Private room,2,,,,126
27508424,Renfrew-Collingwood,Entire home/apt,3,1,0,2,126
27530828,Riley Park,Private room,4,1,1,3,126
27546921,Downtown,Entire home/apt,2,,1,,126
27561314,Downtown,Private room,2,,,,126
27575920,Downtown Eastside,Entire home/apt,2,,2,,126
27614109,West End,Shared room,1,,,,127
27638711,Downtown,Entire home/apt,1,,1,,127
27662224,Shaughnessy,Entire home/apt,4,1,2,3,127
27706117,Renfrew-Collingwood,Entire home/apt,8,2,3,4,127
27706507,Grandview-Woodland,Entire home/apt,4,,2,,127
27738173,Kitsilano,Private room,1,2,1,1,127
27740401,Kensington-Cedar Cottage,Entire home/apt,6,1,2,3,127
27759917,Sunset,Entire home/apt,4,2,2,2,127
27763197,Downtown,Entire home/apt,2,,1,,127
27778807,Fairview,Private room,2,1,1,1,127
27791241,West End,Entire home/apt,5,2,3,3,127
27833919,Downtown Eastside,Entire home/apt,3,,1,,127
27837513,Riley Park,Private room,1,1,1,1,128
27875647,Downtown Eastside,Entire home/apt,2,,1,,128
27880864,West End,Entire home/apt,6,,3,,128
27900319,Kitsilano,Entire home/apt,5,2.5,2,2,128
27903059,West End,Private room,2,,,,128
27903066,Downtown Eastside,Entire home/apt,2,1,1,2,128
27993380,Downtown,Entire home/apt,2,,1,,128
28015083,Riley Park,Entire home/apt,2,,,,128
28032949,Sunset,Private room,2,,1,,128
28049283,Riley Park,Entire home/apt,6,,3,,128
28053100,Riley Park,Entire home/apt,2,1,1,1,128
28083134,Fairview,Entire home/apt,2,,1,,128
28107117,Arbutus Ridge,Entire home/apt,4,,2,,128
28127771,Sunset,Entire home/apt,7,2,3,3,128
28127976,Downtown,Entire home/apt,2,1,1,1,128
28154661,Downtown,Entire home/apt,3,1,2,2,128
28207765,Kitsilano,Entire home/apt,2,1,1,1,128
28220274,Hastings-Sunrise,Private room,2,1.5,1,1,129
28225952,Marpole,Private room,1,1,1,1,129
28228002,Mount Pleasant,Entire home/apt,3,1,1,1,129
28233949,Killarney,Entire home/apt,6,1,3,3,129
28256722,Hastings-Sunrise,Entire home/apt,4,1,2,2,129
28311114,Kerrisdale,Private room,2,,6,,129
28317472,Downtown Eastside,Entire home/apt,4,2,2,2,129
28318264,Downtown,Entire home/apt,3,1,1,1,129
28331525,Riley Park,Entire home/apt,4,,1,,129
28335184,Mount Pleasant,Entire home/apt,9,2.5,5,7,129
28364428,Downtown,Entire home/apt,2,1,1,1,129
28374232,Downtown,Entire home/apt,2,,1,,129
28390229,Grandview-Woodland,Entire home/apt,4,,2,,129
28412613,Riley Park,Entire home/apt,4,1,1,1,129
28443544,Kerrisdale,Private room,5,,6,,129
28444036,Grandview-Woodland,Entire home/apt,2,1,1,1,129
28446375,Kerrisdale,Private room,2,,6,,129
28498818,Grandview-Woodland,Entire home/apt,4,,2,,129
28544724,Hastings-Sunrise,Private room,2,1,1,1,129
28583815,Kensington-Cedar Cottage,Entire home/apt,4,1,1,2,129
28604839,Downtown Eastside,Entire home/apt,2,1,1,2,129
28605400,Downtown,Entire home/apt,4,,2,,129
28674567,Downtown,Entire home/apt,5,2,2,2,129
28697899,Renfrew-Collingwood,Entire home/apt,8,2,3,4,129
28699576,Kitsilano,Entire home/apt,5,2,2,2,129
28715022,Downtown,Entire home/apt,2,,1,,129
28718335,Dunbar Southlands,Entire home/apt,2,,1,,129
28722085,Oakridge,Entire home/apt,16,6,8,12,129
28722542,Downtown,Entire home/apt,6,2,2,3,129
28740196,Grandview-Woodland,Entire home/apt,2,1,0,1,129
28760438,Killarney,Entire home/apt,6,1,2,3,129
28815819,Kensington-Cedar Cottage,Entire home/apt,6,,3,,129
28873745,Mount Pleasant,Entire home/apt,3,1,0,1,129
28910369,Downtown,Entire home/apt,4,1,1,1,129
28941586,Shaughnessy,Entire home/apt,4,,2,,130
28955616,Renfrew-Collingwood,Private room,2,1,1,1,130
28986945,Marpole,Private room,2,1,1,1,130
28987551,Marpole,Private room,2,1,1,1,130
28987554,Marpole,Private room,2,,,,130
29015803,Downtown Eastside,Entire home/apt,4,,1,,130
29038663,Shaughnessy,Private room,2,1,1,1,130
29038862,Downtown,Private room,1,1,1,1,130
29131502,Downtown Eastside,Entire home/apt,2,1,1,1,130
29149436,Hastings-Sunrise,Private room,2,1,1,2,130
29158901,Downtown,Entire home/apt,4,,1,,130
29177848,Hastings-Sunrise,Private room,2,1,1,1,130
29184741,Kitsilano,Entire home/apt,2,1,1,1,130
29210356,West End,Entire home/apt,2,,1,,130
29214094,Downtown,Entire home/apt,4,,2,,130
29236428,Fairview,Entire home/apt,4,,2,,130
29238817,Downtown,Entire home/apt,2,,1,,130
29244633,Kensington-Cedar Cottage,Entire home/apt,11,,4,,130
29266447,Mount Pleasant,Entire home/apt,4,1,1,2,130
29279647,Sunset,Private room,2,1,1,1,130
29346974,Downtown,Private room,1,1,1,1,130
29481528,Downtown,Private room,1,,,,130
29541939,Kitsilano,Entire home/apt,3,2,2,2,130
29548839,Dunbar Southlands,Entire home/apt,2,1,1,1,130
29649427,Grandview-Woodland,Entire home/apt,12,,5,,130
29659260,Downtown Eastside,Entire home/apt,1,,,,130
29681895,Fairview,Entire home/apt,4,2,2,0,130
29736759,Downtown Eastside,Entire home/apt,2,,1,,130
29742641,Downtown,Entire home/apt,3,,1,,130
29742927,Mount Pleasant,Entire home/apt,3,,1,,130
29765542,West End,Private room,2,1,1,1,130
29778330,Riley Park,Entire home/apt,6,,3,,130
29780872,Downtown,Entire home/apt,2,,1,,130
29795231,West End,Entire home/apt,4,1,2,3,130
29799311,Hastings-Sunrise,Entire home/apt,2,1,1,1,130
29806602,West End,Entire home/apt,4,2,2,0,130
29826279,Marpole,Entire home/apt,4,1,2,3,130
29830000,Riley Park,Entire home/apt,2,1,0,1,130
29835925,Downtown,Private room,1,,,,130
29860889,Mount Pleasant,Entire home/apt,2,,1,,130
29900725,Downtown,Entire home/apt,5,2.5,2,0,130
29902621,Fairview,Entire home/apt,4,,2,,130
29970776,Downtown,Private room,2,,,,130
29998069,Riley Park,Entire home/apt,5,1,2,3,130
29998095,Downtown,Entire home/apt,2,,,,130
30012715,Downtown,Entire home/apt,2,1,1,1,130
30013824,Riley Park,Entire home/apt,2,1,1,0,130
30014538,Grandview-Woodland,Entire home/apt,2,1,1,0,130
30017511,Riley Park,Entire home/apt,6,,3,,130
30069730,Downtown,Entire home/apt,2,1,1,1,130
30112138,Kensington-Cedar Cottage,Entire home/apt,2,1,1,1,130
30130446,Mount Pleasant,Entire home/apt,2,,1,,130
30147059,Kerrisdale,Private room,2,,,,130
30180834,Dunbar Southlands,Private room,2,1,1,1,130
30204180,Renfrew-Collingwood,Entire home/apt,12,3,5,6,130
30204807,Downtown,Entire home/apt,4,1,1,2,130
30206363,West Point Grey,Entire home/apt,4,,2,,130
30207221,Downtown Eastside,Entire home/apt,4,,2,,130
30213093,West End,Private room,2,,,,130
30229887,West End,Entire home/apt,2,1,1,1,131
30238086,Kensington-Cedar Cottage,Entire home/apt,3,,2,,131
30270074,Grandview-Woodland,Entire home/apt,2,1,1,1,131
30318796,Downtown,Entire home/apt,2,1,1,1,131
30322369,Kitsilano,Entire home/apt,2,1,0,1,131
30327106,Downtown,Entire home/apt,2,1,1,1,131
30329954,Sunset,Entire home/apt,5,,3,,131
30345097,Downtown,Entire home/apt,2,1,1,2,131
30346694,Grandview-Woodland,Entire home/apt,2,1,1,1,131
30346862,Downtown,Entire home/apt,5,2,2,3,131
30352025,Fairview,Entire home/apt,6,,2,,131
30355890,Grandview-Woodland,Entire home/apt,4,,2,,131
30371290,Sunset,Entire home/apt,10,5,5,5,131
30373419,Sunset,Entire home/apt,14,6,7,7,131
30431283,Kitsilano,Entire home/apt,6,,3,,131
30447982,Grandview-Woodland,Entire home/apt,6,,2,,131
30464949,Kitsilano,Entire home/apt,4,,2,,131
30487322,Fairview,Entire home/apt,6,,2,,132
30502873,Killarney,Entire home/apt,12,4,5,5,132
30557868,Renfrew-Collingwood,Entire home/apt,4,,2,,132
30559784,Fairview,Entire home/apt,2,,1,,132
30584324,Fairview,Entire home/apt,4,,2,,132
30589887,Downtown,Entire home/apt,4,,1,,132
30592428,Downtown,Entire home/apt,2,,1,,132
30689243,Downtown,Entire home/apt,4,1,1,2,132
30692099,Downtown,Entire home/apt,5,2,3,3,132
30743154,Downtown,Entire home/apt,2,1,1,1,132
30743342,Downtown,Entire home/apt,2,1,1,1,132
30768655,Fairview,Entire home/apt,2,1,1,1,132
30801826,Mount Pleasant,Private room,2,,1,,132
30856530,Mount Pleasant,Entire home/apt,2,,1,,132
30885025,Dunbar Southlands,Entire home/apt,4,1,2,2,132
30892524,Downtown,Entire home/apt,3,1,2,2,133
30965700,Downtown,Private room,1,,,,133
30994676,Kitsilano,Private room,6,,3,,133
31039997,Arbutus Ridge,Private room,2,1,1,2,133
31101733,Dunbar Southlands,Entire home/apt,6,1,1,0,133
31122370,Hastings-Sunrise,Entire home/apt,2,,2,,133
31124621,Hastings-Sunrise,Entire home/apt,2,1,0,0,133
31128900,Downtown,Entire home/apt,4,1,1,2,133
31147902,West End,Private room,1,4,6,0,133
31178487,Grandview-Woodland,Entire home/apt,7,,3,,133
31238073,Dunbar Southlands,Private room,2,1.5,1,1,133
31239574,Arbutus Ridge,Private room,2,1,1,2,133
31240187,Arbutus Ridge,Private room,2,1,1,2,133
31242596,Arbutus Ridge,Entire home/apt,9,2,3,6,133
31264316,Riley Park,Entire home/apt,6,,3,,133
31294810,Dunbar Southlands,Private room,1,1.5,1,1,133
31298328,Downtown,Private room,2,1,1,1,133
31317039,West End,Entire home/apt,2,1,1,1,133
31317042,Kensington-Cedar Cottage,Entire home/apt,6,,2,,134
31338715,West End,Entire home/apt,4,1,2,6,134
31339164,Renfrew-Collingwood,Private room,2,1,1,1,134
31340160,Kensington-Cedar Cottage,Private room,2,,,,134
31387750,Kitsilano,Entire home/apt,2,,3,,134
31388423,Mount Pleasant,Entire home/apt,3,,1,,134
31419801,Arbutus Ridge,Private room,2,1,1,1,134
31444609,Downtown,Entire home/apt,2,1,0,1,135
31444945,Downtown,Entire home/apt,2,1,0,1,135
31444953,Downtown,Entire home/apt,4,1,1,2,135
31445122,Downtown,Entire home/apt,4,,1,,135
31445146,Downtown,Entire home/apt,4,1,1,2,135
31489238,Renfrew-Collingwood,Entire home/apt,4,1,1,2,135
31494152,Downtown Eastside,Entire home/apt,4,2,2,2,135
31542303,Marpole,Private room,1,1,1,1,135
31543440,Downtown,Entire home/apt,2,,1,,135
31570080,West Point Grey,Private room,2,,,,135
31646868,Mount Pleasant,Entire home/apt,2,,1,,135
31758873,Kitsilano,Entire home/apt,4,1,1,1,135
31799624,West End,Entire home/apt,2,1,1,1,135
31800789,West End,Entire home/apt,2,1,1,1,135
31806318,Downtown,Entire home/apt,4,2,2,2,135
31808407,Downtown,Entire home/apt,5,,3,,135
31909553,Downtown,Entire home/apt,2,1,1,1,135
31929412,Downtown,Entire home/apt,6,2,3,5,135
31934285,Grandview-Woodland,Entire home/apt,2,,1,,135
31941008,Riley Park,Entire home/apt,10,2,3,6,135
31989839,Sunset,Entire home/apt,4,1,2,2,135
32013288,Oakridge,Entire home/apt,16,6,8,10,135
32041648,Mount Pleasant,Entire home/apt,5,,3,,135
32043949,Arbutus Ridge,Private room,1,,,,135
32044207,Downtown,Entire home/apt,2,,1,,135
32069175,Downtown,Entire home/apt,4,1,1,2,135
32089495,Grandview-Woodland,Private room,2,2,1,1,135
32135798,Downtown,Private room,1,1,1,1,135
32160848,Downtown,Entire home/apt,2,,1,,135
32162289,Fairview,Entire home/apt,6,1,2,3,135
32164701,Riley Park,Entire home/apt,4,1,2,2,135
32172374,Downtown,Entire home/apt,4,1,1,2,135
32291307,West Point Grey,Entire home/apt,4,1,1,2,135
32312468,Kensington-Cedar Cottage,Private room,1,1.5,1,1,135
32420319,Dunbar Southlands,Entire home/apt,2,1,1,1,135
32571675,Downtown,Entire home/apt,2,,2,,135
32587632,Hastings-Sunrise,Entire home/apt,2,,1,,135
32609766,Hastings-Sunrise,Entire home/apt,2,1,1,2,135
32611986,Downtown Eastside,Entire home/apt,4,1,2,2,135
32620540,Grandview-Woodland,Entire home/apt,3,,1,,135
32631477,Riley Park,Entire home/apt,6,1.5,3,3,135
32638572,Downtown Eastside,Entire home/apt,2,0,0,2,136
32640895,Shaughnessy,Private room,2,1,1,1,136
